course_id,title,sec_id,last_name,first_name,room_num,days,start_hr,start_min,end_hr,end_min
ENGL 100,Composition,16,Blumberg,Arnold,PAHB317,NYNYNNN,16,0,17,15
ENGL 273,Introduction to Creative Writing - Poetry,1,Pekarske,Nicole,PAHB107,NYNYNNN,16,0,17,15
ENGL 391,Advanced Exposition and Argumentation,1,McGurrin,Anthony,PAHB314,NYNYNNN,16,0,17,15
ENGL 393,Technical Communication,8,Nilsen,Kirsten,ENGR021,NYNYNNN,16,0,17,15
FREN 201,Intermediate French I,5,Mushayuma,Georges,SHER210,NYNYNNN,16,0,17,15
GWST 322,Gender, Race, and Media,1,Otten,Richard,FA  427,NYNYNNN,16,0,17,15
GWST 380,Women and Gender in Asia,1,Oakes,Julie,SHER013,NYNYNNN,16,0,17,15
HIST 380,Women and Gender in Asia,1,Oakes,Julie,SHER013,NYNYNNN,16,0,17,15
MATH 155,Applied Calculus,9,Stanwyck,Elizabeth,SHER003,NYNYNNN,16,0,17,15
MATH 155,Applied Calculus,13,Stanwyck,Elizabeth,SHER003,NYNYNNN,16,0,17,15
MATH 302,Introduction to Mathematical Analysis II,1,Shen,Jinglai,MP  101,NYNYNNN,16,0,17,15
MGMT 210,The Practice of Management,5,Sponaugle,Richard,ITE 102,NYNYNNN,16,0,17,15
MLL 322,Gender, Race, and Media,1,Otten,Richard,FA  427,NYNYNNN,16,0,17,15
PHIL 399B,Topics in Philosophy,1,O'Donnell,Patrick,PAHB229,NYNYNNN,16,0,17,15
PSYC 285,Abnormal Psychology,3,Epstein,Gregory,SOND105,NYNYNNN,16,0,17,15
PSYC 335,Physiological Psychology,2,Bachus,Susan,AD  101,NYNYNNN,16,0,17,15
SPAN 102,Elementary Spanish II,10,Gomez-Rubio,Maria,SOND209,NYNYNNN,16,0,17,15
SPAN 201,Intermediate Spanish I,15,Saleta-Gonzalez,Saulio,SOND208,NYNYNNN,16,0,17,15
SPAN 301,Advanced Spanish I,1,Arevalo-Guerrero,Elisabeth,SHER108,NYNYNNN,16,0,17,15
AFST 353,African American History Since 1865,1,Tarik,Latif,MP  012,NYNYNNN,15,0,16,15
EDUC 310,Inquiry into Education,1,Oliva,Linda,SHER110,NYNYNNN,15,0,16,15
HIST 322,African American History Since 1865,1,Tarik,Latif,MP  012,NYNYNNN,15,0,16,15
AFST 360,Studies in Black Fiction,1,Belilgne,Maleda,PHYS107,YNYNNNN,17,30,18,45
ART 488,Advanced Topics in Animation,1,Jordan,Eric,ENGR005B,YNYNNNN,17,30,18,45
CMPE 491,Special Topics in Computer Engineering,1,Carter,Gary,ENGR023,YNYNNNN,17,30,18,45
CMPE 491,Special Topics in Computer Engineering,4,Choa,Fow-sen,ITE 346,YNYNNNN,17,30,18,45
CMSC 104,Problem Solving and Computer Programming,2,Bennett IV,Holly,ENGR122,YNYNNNN,17,30,18,45
CMSC 202,Computer Science II for Majors,6,Kukla,James,ITE 102,YNYNNNN,17,30,18,45
CMSC 203,Discrete Structures,1,Horta JR,Arnaldo,MP  101,YNYNNNN,17,30,18,45
CMSC 203,Discrete Structures,2,Christian,William,ITE 104,YNYNNNN,17,30,18,45
CMSC 421,Principles of Operating Systems,3,Tompkins,Gerald,FA  215,YNYNNNN,17,30,18,45
CMSC 491,Special Topics in Computer Science,1,Ray,George,SHER145,YNYNNNN,17,30,18,45
CMSC 491,Special Topics in Computer Science,4,Nicholas,Charles,ITE 233,YNYNNNN,17,30,18,45
CMSC 493,Capstone Games Group Project,1,Jordan,Eric,ENGR005B,YNYNNNN,17,30,18,45
ECON 101,Principles of Microeconomics,5,Misra,Arpit,MP  103,YNYNNNN,17,30,18,45
ENGL 291,Introduction to Writing Creative Essays,3,Shivnan,Sally,PAHB318,YNYNNNN,17,30,18,45
ENGL 317,Literature and the Sciences,1,Rudacille,Deborah,SOND113,YNYNNNN,17,30,18,45
ENGL 360,The Literature of Minorities,1,Belilgne,Maleda,PHYS107,YNYNNNN,17,30,18,45
ENME 403,Automatic Controls.,1,Bakhtiari Nejad,Firooz,SHER150,YNYNNNN,17,30,18,45
ENME 489,Special Topics in Mechanical Engineering,2,Baughan,James,PAHB124,YNYNNNN,17,30,18,45
GLBL 301,Approaches to Globalization,1,Filomeno,Felipe,FA  424,YNYNNNN,17,30,18,45
GWST 390,Topics in Gender and Women's Studies,1,Rudacille,Deborah,SOND113,YNYNNNN,17,30,18,45
HIST 484,German History: 1914 to the Present,1,Boehling,Rebecca,FA 558,YNYNNNN,17,30,18,45
JPNS 102,Elementary Japanese II,5,Ogata,Michiko,SHER210,YNYNNNN,17,30,18,45
LING 470,Language and Cognition,1,Westphal,German,SOND206,YNYNNNN,17,30,18,45
MATH 152,Calculus and Analytic Geometry II,11,Campbell,Robert,LH1 101,YNYNNNN,17,30,18,45
MCS 404,Internship,1,Granger,Abigail,AD  101,YNYNNNN,17,30,18,45
MLL 300,Selected Topics in Modern Languages and Linguistic,1,Tong,Christopher,FA  006,YNYNNNN,17,30,18,45
PHIL 152,Introduction to Moral Theory,3,Jenkins,Daniel,SOND202,YNYNNNN,17,30,18,45
PHIL 346,Deductive Logic,1,Wood,Mary,SOND203,YNYNNNN,17,30,18,45
PSYC 100,Introduction to Psychology,2,Taylor,Antione,MEYR030,YNYNNNN,17,30,18,45
PSYC 311,Research Methods in Psychology I,3,Abrams,Jasmine,SOND105,YNYNNNN,17,30,18,45
SPAN 201,Intermediate Spanish I,8,Hernandez-Gordillo Lavana,Mary-Ely,SHER006,YNYNNNN,17,30,18,45
STAT 355,Introduction to Probability and Statistics for Sci,4,Park,DoHwan,PHYS101,YNYNNNN,17,30,18,45
AFST 439,Women in Africa and the Diaspora,1,Ichile,Iyelli,MP  012,NYNYNNN,10,0,11,15
AGNG 100,So You Say You Want a Revolution: How Boomers are ,1,Madjaroff,Galina,FA  306,NYNYNNN,10,0,11,15
AGNG 100Y,So You Say You Want a Revolution: How Boomers are ,1,Madjaroff,Galina,FA  306,NYNYNNN,10,0,11,15
AMST 320,Television in American Culture,1,Hummel,Michael,ENGR022,NYNYNNN,10,0,11,15
AMST 376,The American Dream,1,Stevens,Jason,SOND111,NYNYNNN,10,0,11,15
ARCH 201,Roman Archaeology and Art,1,Kutner,Melissa,ITE 102,NYNYNNN,10,0,11,15
ART 380,History and Theory of Games,1,Menard,Michelle,FA  107,NYNYNNN,10,0,11,15
BIOL 123,Human Genetics,1,Wagner,Cynthia,UC  115,NYNYNNN,10,0,11,15
BIOL 251,Human Anatomy and Physiology I,1,Hughes,Jennifer,AD  101,NYNYNNN,10,0,11,15
BIOL 307,Human Physiology,1,Daniel,Jewel,UC  115D,NYNYNNN,10,0,11,15
CHEM 124,Introduction to General Organic and Biochemistry I,1,Tracy,Allison,PUP 105,NYNYNNN,10,0,11,15
CHEM 461,Advanced Instrumental Methods of Analysis,1,Cullum,Brian,MEYR272,NYNYNNN,10,0,11,15
CMPE 306,Introductory Circuit Theory,1,LaBerge,E,MEYR030,NYNYNNN,10,0,11,15
CMPE 330,Electromagnetic Waves and Transmission,1,Menyuk,Curtis,SHER145,NYNYNNN,10,0,11,15
CMSC 202,Computer Science II for Majors,1,Dixon,Jeremy,PHYS101,NYNYNNN,10,0,11,15
CMSC 203,Discrete Structures,4,Yesha,Yaacov,FA  014,NYNYNNN,10,0,11,15
CMSC 313,Computer Organization and Assembly Language Progra,1,Park,John,PAHB234,NYNYNNN,10,0,11,15
CMSC 341,Data Structures,4,Chang,Richard,SHER150,NYNYNNN,10,0,11,15
CMSC 443,Cryptology,1,Novey,Michael,ITE 233,NYNYNNN,10,0,11,15
CMSC 481,Computer Networks,1,Shariati,Behnam,SHER015,NYNYNNN,10,0,11,15
CMSC 487,Introduction To Network Security,1,Wacker,Arno,SOND114,NYNYNNN,10,0,11,15
DANC 201,Dance History I: Cultural and Classical Forms,1,Vasbinder,Jill,SOND204,NYNYNNN,10,0,11,15
ECON 302,Intermediate Accounting II,1,St. Martin,Jeanne,PUP 206,NYNYNNN,10,0,11,15
ENCH 427,Transport Processes II: Mass Transfer,2,Ghosh,Upal,FA  303,NYNYNNN,10,0,11,15
ENCH 440,Chemical Engineering Kinetics.,2,Marten,Mark,PAHB108,NYNYNNN,10,0,11,15
ENGL 100,Composition,4,Mabe,Mitzi,PAHB317,NYNYNNN,10,0,11,15
ENGL 233,Issues in World Literature,1,Olson,Tanya,SOND112,NYNYNNN,10,0,11,15
ENGL 308,American Literature: The Civil War to 1945,1,Berman,Jessica,FA  018,NYNYNNN,10,0,11,15
ENGL 393,Technical Communication,4,Walters,April,PAHB314,NYNYNNN,10,0,11,15
ENGL 480,Seminar in Advanced Journalism,1,Corbett,Christophe,PAHB428,NYNYNNN,10,0,11,15
ENME 110,Statics,1,Gurganus,Jamie,ITE 104,NYNYNNN,10,0,11,15
ENME 217,Engineering Thermodynamics ,3,Sanchez,Maria,ENGR231,NYNYNNN,10,0,11,15
ENME 220,Mechanics of Materials,1,Harandi,Amir,ITE 227,NYNYNNN,10,0,11,15
ENME 489,Special Topics in Mechanical Engineering,6,Ma,Ronghui,PAHB107,NYNYNNN,10,0,11,15
FREN 101,Elementary French I,3,Didich,Amina,MP  008,NYNYNNN,10,0,11,15
FREN 102,Elementary French II,4,Mushayuma,Georges,SOND113,NYNYNNN,10,0,11,15
FREN 301,Advanced French I,1,Deverneil,Marie,FA  459,NYNYNNN,10,0,11,15
FYS 101,First Year Seminar (AH),9,MacDougall,Elaine,SOND203,NYNYNNN,10,0,11,15
FYS 101,First Year Seminar (AH),10,Irvine,David,PAHB124,NYNYNNN,10,0,11,15
FYS 102,First Year Seminar (SS),12,Gadsby,Joanna,LIB 259,NYNYNNN,10,0,11,15
GERM 102,Elementary German II,1,Sutton,Susanne,SOND105,NYNYNNN,10,0,11,15
GERM 201,Intermediate German I,1,Wolff,Xenia,PAHB123,NYNYNNN,10,0,11,15
GES 102,Human Geography,200,Biehler,Dawn,LH1 101,NYNYNNN,10,0,11,15
GES 110,Physical Geography,100,Miller,Andrew,ENGR027,NYNYNNN,10,0,11,15
GES 341,Urban Geography,1,Aufseeser,Dena,SOND108,NYNYNNN,10,0,11,15
GWST 100,Introduction to Gender and Women's Studies,1,Kein,Kathryn,FA  424,NYNYNNN,10,0,11,15
GWST 200,Studies in Feminist Activism,1,Drabinski,Kathryn,FA  011,NYNYNNN,10,0,11,15
GWST 439,Women in Africa and the Diaspora,1,Ichile,Iyelli,MP  012,NYNYNNN,10,0,11,15
HAPP 100,Survey of the US Healthcare System,1,Damasiewicz,Meryl,MP  106,NYNYNNN,10,0,11,15
HAPP 420,Epidemiology,1,Trevitt,Jamie,PHYS201,NYNYNNN,10,0,11,15
HEBR 102,Elementary Modern Hebrew II,1,Gazit-Rosenthal,Aharona,SHER207,NYNYNNN,10,0,11,15
HIST 209,Themes in World History: Planets and Worlds, Earth,1,Tatarewicz,Joseph,SHER013,NYNYNNN,10,0,11,15
HIST 328,Colonial Latin America,2,Franco,Matthew,SHER014,NYNYNNN,10,0,11,15
HUM 121H,Introduction to the Humanities II,1,Bhalla,Tamara,PAHB216,NYNYNNN,10,0,11,15
INDS 330,Ways of Knowing,1,McAlpine,Steven,FA  002,NYNYNNN,10,0,11,15
INDS 330H,Ways of Knowing,1,McAlpine,Steven,FA  002,NYNYNNN,10,0,11,15
JPNS 302,Advanced Japanese II,1,Hoogenboom,Tomoko,SHER007,NYNYNNN,10,0,11,15
KORE 202,Intermediate Korean II,1,Krippes,Yeon,SHER210,NYNYNNN,10,0,11,15
LING 210,Introduction to Language Structures,1,Young,Steven,ITE 239,NYNYNNN,10,0,11,15
LRC 101A,Academic Success for Lifelong Learning,2,Wiggs,Mitsue,SHER011,NYNYNNN,10,0,11,15
LRC 105,Academic Success for Lifelong Learning,1,Sellers,Emma,ITE 241,NYNYNNN,10,0,11,15
MATH 221,Introduction to Linear Algebra,2,Draganescu,Andrei,MP  101,NYNYNNN,10,0,11,15
MATH 225,Introduction to Differential Equations,3,Dean,Brian,MP  103,NYNYNNN,10,0,11,15
MATH 341,Computational Methods,1,Gobbert,Matthias,SOND109,NYNYNNN,10,0,11,15
MCS 101,Media Literacy,5,Anchor,Kristen,SOND107,NYNYNNN,10,0,11,15
MCS 222,Introduction to Media & Communication Studies,3,Snyder,Donald,SOND207,NYNYNNN,10,0,11,15
MCS 334,Media & Globalization,1,Adelman,Rebecca,FA  427,NYNYNNN,10,0,11,15
MCS 370,Special Topics in Media and Communication Studies,1,Anson,Ian,SOND206,NYNYNNN,10,0,11,15
MGMT 210,The Practice of Management,1,Armor,Vivian,PUP 208,NYNYNNN,10,0,11,15
MLL 271,Introduction to Modern Russian Civilization and Cu,1,Rusinko,Elaine,SOND205,NYNYNNN,10,0,11,15
MUSC 385,Intermediate Conducting,1,Caracciolo,Stephen,PAHB151,NYNYNNN,10,0,11,15
PHED 109,Jogging,1,Wray,Leslie,RAC 100,NYNYNNN,10,0,11,15
PHED 111,Cardio Fitness,1,Panzau,Katelyn,RAC 100,NYNYNNN,10,0,11,15
PHED 121,Physical Fitness,3,Jancuska JR,John,RAC 100,NYNYNNN,10,0,11,15
PHED 135,Softball,2,Shepherd,Carla,RAC 100,NYNYNNN,10,0,11,15
PHED 144,Soccer (outdoor),2,Adams,Anthony,RAC 100,NYNYNNN,10,0,11,15
PHED 146,Weight Training/Physical Fitness,1,Hutchinson,Neil,RAC 100,NYNYNNN,10,0,11,15
PHIL 100,Introduction to Philosophy,6,Picciuto,Elizabeth,SOND202,NYNYNNN,10,0,11,15
PHIL 498,Advanced Topics in Philosophy,1,Ealick,Greg,PAHB456,NYNYNNN,10,0,11,15
PHYS 220,Introduction to Computational Physics,1,Zhang,Zhibo,SOND110,NYNYNNN,10,0,11,15
POLI 309,Selected Topics in Political Science,1,Anson,Ian,SOND206,NYNYNNN,10,0,11,15
POLI 361,Comparative Political Analysis,1,Forestiere,Carolyn,PUP 354,NYNYNNN,10,0,11,15
POLI 489,Selected Topics in International Relations,3,Lieberman,Elli,PHYS107,NYNYNNN,10,0,11,15
PSYC 370,Sensation and Perception,1,Quiton,Raimi,FA  215,NYNYNNN,10,0,11,15
PSYC 400,Seminar in Developmental Psychology,1,Smith,Ashlyn,SOND406,NYNYNNN,10,0,11,15
SOCY 374,Drugs and Alcohol in Society,1,Knisley,Margaret,BIOL120,NYNYNNN,10,0,11,15
SOWK 397,Social Work Methods I: Introduction to Practice,2,Chakmakian,Elisabeth,FA  015,NYNYNNN,10,0,11,15
SPAN 102,Elementary Spanish II,6,Gomez-Rubio,Maria,SOND103,NYNYNNN,10,0,11,15
SPAN 201,Intermediate Spanish I,11,Gomez Garcia,Jose,SOND208,NYNYNNN,10,0,11,15
SPAN 304,Spanish for Heritage Spanish Speakers I,1,Schwartz,Ana,SHER108,NYNYNNN,10,0,11,15
STAT 453,Introduction to Mathematical Statistics,1,Stanwyck,Elizabeth,SHER151,NYNYNNN,10,0,11,15
THTR 110,Introduction to Acting,1,Crocker,Martha,FA  318,NYNYNNN,10,0,11,15
THTR 222,Vocal Training for the Actor I,1,Watson,Janet,PAHB102,NYNYNNN,10,0,11,15
THTR 234,Make-up for the Stage,1,Spence,Sandy,PAHB013,NYNYNNN,10,0,11,15
AFST 440,Topics in African and African-American Studies,1,Henderson,Tammy,MP  010,YNYNNNN,10,0,11,15
FYS 101,First Year Seminar (AH),13,Muson,Eve,PAHB201,YNYNNNN,10,0,11,15
HONR 300,General Honors Seminar,6,Varlack,Christopher,PAHB428,YNYNNNN,10,0,11,15
INDS 330,Ways of Knowing,2,Freeland,Stephen,FA  002,YNYNNNN,10,0,11,15
INDS 330H,Ways of Knowing,2,Freeland,Stephen,FA  002,YNYNNNN,10,0,11,15
IS 125,Information Systems Logic and Structured Design,3,Smith,Dana,ITE 458,YNYNNNN,10,0,11,15
IS 202,Systems Analysis Methods,2,Seaman,Carolyn,MP  012,YNYNNNN,10,0,11,15
IS 300,Management Information Systems,4,Everhart,Amy,ITE 229,YNYNNNN,10,0,11,15
IS 350,Business Communications Systems,1,Glazer,Dina,PAHB107,YNYNNNN,10,0,11,15
IS 436,Structured Systems Analysis and Design,2,Norcio,Anthony,SOND409,YNYNNNN,10,0,11,15
IS 471,Data Analytics for Cybersecurity,1,Janeja,Vandana,ITE 468,YNYNNNN,10,0,11,15
MATH 365,Financial Mathematics for Actuaries,1,Sinha,Bimal,SOND109,YNYNNNN,10,0,11,15
MCS 222,Introduction to Media & Communication Studies,1,Patton,Elizabeth,SOND107,YNYNNNN,10,0,11,15
PHED 135,Softball,1,Wohlstetter,Gary,RAC 100,YNYNNNN,10,0,11,15
SOWK 388,Human Behavior and the Social Environment,1,Okundaye,Joshua,SHER006,YNYNNNN,10,0,11,15
STAT 365,Financial Mathematics for Actuaries,1,Sinha,Bimal,SOND109,YNYNNNN,10,0,11,15
AGNG 200,Aging People, Policy and Management,4,Bankoski,Vinson,PAHB107,NNNYNNN,19,10,21,40
CMSC 352,Women, Gender, and Information Technology,1,Benvenga,Michelle,ITE 231,NNNYNNN,19,10,21,40
ECON 101,Principles of Microeconomics,9,Farahati,Farah,ENGR023,NNNYNNN,19,10,21,40
ECON 121,Principles of Accounting I,10,Grochmal,Paul,PUP 208,NNNYNNN,19,10,21,40
ECON 437,The Economics of Natural Resources,1,Schwarzmann,Danielle,FA  011,NNNYNNN,19,10,21,40
EHS 345,Death and Dying,1,DeMichele,Kimberly,ITE 233,NNNYNNN,19,10,21,40
GWST 352,Women, Gender, and Information Technology,1,Benvenga,Michelle,ITE 231,NNNYNNN,19,10,21,40
HAPP 354,Social Bases of Public and Community Health,2,Pinet Peralta,Luis,PHYS201,NNNYNNN,19,10,21,40
IS 147,Introduction to Computer Programming,5,Mathews,Miji,ITE 469,NNNYNNN,19,10,21,40
IS 147,Introduction to Computer Programming,6,Sharma,Shiva,ITE 467,NNNYNNN,19,10,21,40
IS 247,Computer Programming II,2,Houdeshell,Benjamin,ITE 241,NNNYNNN,19,10,21,40
IS 300,Management Information Systems,6,Shuja,Hassan,SHER014,NNNYNNN,19,10,21,40
IS 352,Women, Gender, and Information Technology,1,Benvenga,Michelle,ITE 231,NNNYNNN,19,10,21,40
IS 430,Information Systems and Security,1,Fiedelholtz,Glenn,ITE 229,NNNYNNN,19,10,21,40
IS 440,Integrating Technology into Business Processes,1,Kahl,Margaret,PAHB234,NNNYNNN,19,10,21,40
MGMT 210,The Practice of Management,4,Fleischmann,Robert,SHER015,NNNYNNN,19,10,21,40
MGMT 489,Seminar in Management and Administration,1,Raudenbush,Linda,SHER006,NNNYNNN,19,10,21,40
MLL 305,Introduction to Intercultural Communication,2,Kohler,Katherine,SOND107,NNNYNNN,19,10,21,40
POLI 384L,Model United Nations,1,Hody,Cynthia,PUP 105,NNNYNNN,19,10,21,40
PSYC 375,Neuroanatomy,1,Schoenfeld,Timothy,SOND409,NNNYNNN,19,10,21,40
SOCY 354,Social Bases of Public and Community Health,2,Pinet Peralta,Luis,PHYS201,NNNYNNN,19,10,21,40
SOCY 359,Death and Dying,1,DeMichele,Kimberly,ITE 233,NNNYNNN,19,10,21,40
SOWK 387,Policies, Programs, and Services for Children,1,Wade,Kevin,SOND108,NNNYNNN,19,10,21,40
AGNG 200Y,Aging People, Policy and Management,2,Owens,Holly,FA  001,NYNNNNN,16,0,17,0
AGNG 300,Policy Analysis for Aging Issues,1,Fox,Nichlas,UNKWN,NYNNNNN,19,10,21,40
ECON 101,Principles of Microeconomics,8,Kelly,Francis,PUP 208,NYNNNNN,19,10,21,40
ECON 405,Benefit-Cost Evaluation,1,Mutter,Ryan,PUP 105,NYNNNNN,19,10,21,40
EDUC 410,Teaching Reading in the Content Areas: Part I,1,Hieatzman,Jocelyn,SHER208,NYNNNNN,19,10,21,40
EDUC 416,Materials for Teaching Reading,1,Shelton,Nancy,SHER110,NYNNNNN,19,10,21,40
ENGL 291,Introduction to Writing Creative Essays,2,Wilkinson,Rachel,MEYR256,NYNNNNN,19,10,21,40
ENGL 393,Technical Communication,1,Hutzler,Rosemary,ENGR021,NYNNNNN,19,10,21,40
ENGL 415,Materials for Teaching Reading,1,Shelton,Nancy,SHER110,NYNNNNN,19,10,21,40
HAPP 452,Health Care Organization and Delivery,1,Farahati,Farah,FA  427,NYNNNNN,19,10,21,40
IS 410,Introduction to Database Design,1,McGinnis,Joseph,SHER150,NYNNNNN,19,10,21,40
IS 450,Data Communications and Networks,2,Borkoski,Michael,PAHB234,NYNNNNN,19,10,21,40
POLI 209,Selected Topics in Political Science,1,Korossy,Laszlo,FA  011,NYNNNNN,19,10,21,40
SOCY 372,Juvenile Delinquency,1,Archibald,Sarah,ITE 104,NYNNNNN,19,10,21,40
SOCY 452,Health Care Organization and Delivery,1,Farahati,Farah,FA  427,NYNNNNN,19,10,21,40
VPA 225,Ideas in the Arts,1,Shortt,Paul,FA  001,NYNNNNN,19,10,21,40
AGNG 310,Overview of Management in Aging,1,Hibbs,Gary,FA  006,NNNYNNN,16,30,19,0
AGNG 320,Strength-Based Approaches to Promoting Health and ,1,Kimbell,Margaret,MP  012,NNNYNNN,16,30,19,0
ART 329,Topics in Art History and Visual Culture,5,Mahoney,James,FA  342,NNNYNNN,16,30,19,0
ART 429,Seminar in Art History & Visual Culture,5,Mahoney,James,FA  342,NNNYNNN,16,30,19,0
ECON 443,History of Economic Thought,1,Thomas,Mark,FA  011,NNNYNNN,16,30,19,0
EDUC 310,Inquiry into Education,2,Smith,Murdux,SOND205,NNNYNNN,16,30,19,0
EDUC 412,Analysis of Teaching and Learning,1,Bourne,Barbara,SHER121,NNNYNNN,16,30,19,0
EDUC 420,Teaching Mathematics in the Elementary School,1,Gray,Gretchen,SHER110,NNNYNNN,16,30,19,0
EDUC 447,Teaching of Reading and Writing in Early Childhood,1,Starling,Carmen,SHER109,NNNYNNN,16,30,19,0
ENCH 484,Biomedical Engineering,1,Leach,Jennie,SOND203,NNNYNNN,16,30,19,0
ENGL 448,Seminar in Literature and Culture,1,DiCuirci,Lindsay,PAHB428,NNNYNNN,16,30,19,0
ENTR 200,Introduction to Entrepreneurship,2,Altscher,Aaron,PUP 208,NNNYNNN,16,30,19,0
GWST 433,Gender, Work, and Family in Cross-Cultural Perspec,1,Adler,Marina,PUP 204,NNNYNNN,16,30,19,0
GWST 480,Theories of Feminism,1,Klinger,Kimberly,SHER006,NNNYNNN,16,30,19,0
HAPP 452,Health Care Organization and Delivery,2,Nolin,Michael,PHYS201,NNNYNNN,16,30,19,0
IS 147,Introduction to Computer Programming,4,Houdeshell,Benjamin,ITE 458,NNNYNNN,16,30,19,0
IS 202,Systems Analysis Methods,1,Kahl,Margaret,ITE 459,NNNYNNN,16,30,19,0
IS 247,Computer Programming II,1,Mathews,Miji,SOND111,NNNYNNN,16,30,19,0
IS 247,Computer Programming II,5,Rodgers,Timothy,SHER014,NNNYNNN,16,30,19,0
IS 295,Intermediate Business Applications,1,Nooruddin,Aamir,ITE 469,NNNYNNN,16,30,19,0
IS 325,Introduction to Management Science,2,Bothwell,Cynthia,FA  015,NNNYNNN,16,30,19,0
IS 420,Database Application Development,6,Fayyaz,Kamran,ITE 467,NNNYNNN,16,30,19,0
IS 452,Internetworking,1,Shuja,Hassan,ITE 231,NNNYNNN,16,30,19,0
LING 410,Language Planning,1,Lambert-Bretiere,Renee,FA  459,NNNYNNN,16,30,19,0
MGMT 425,Marketing,1,Coakley,Paul,ITE 227,NNNYNNN,16,30,19,0
MLL 305,Introduction to Intercultural Communication,1,Kohler,Katherine,SOND114,NNNYNNN,16,30,19,0
MLL 470,L2 Acquisition and Learning: Theory to Practice,1,Oskoz,Ana,PAHB124,NNNYNNN,16,30,19,0
POLI 327,Interest Groups and Lobbyists,1,Schaller,Thomas,SOND204,NNNYNNN,16,30,19,0
POLI 486,Middle East International Relations.,1,Starkey,Brigid,FA 558,NNNYNNN,16,30,19,0
PSYC 385,Health Psychology,1,Beatty,Danielle,FA  014,NNNYNNN,16,30,19,0
SOCY 415,Higher Education and Social Inequality,1,Bennett,Pamela,PUP 203,NNNYNNN,16,30,19,0
SOCY 433,Gender, Work, and Family in Cross-Cultural Perspec,1,Adler,Marina,PUP 204,NNNYNNN,16,30,19,0
SOCY 452,Health Care Organization and Delivery,2,Nolin,Michael,PHYS201,NNNYNNN,16,30,19,0
SOWK 360,Social Welfare, Social Policy, and Social Work II,2,Shannon,James,SOND108,NNNYNNN,16,30,19,0
SOWK 397,Social Work Methods I: Introduction to Practice,3,Chakmakian,Elisabeth,SOND207,NNNYNNN,16,30,19,0
SPAN 472,Topics in Latin American Society,1,Poggio,Sara,FA  002,NNNYNNN,16,30,19,0
AGNG 415,The Art of Aging,1,Majeski,Robin,UNKWN,YNNNNNN,13,0,14,15
ENGL 392,Tutorial in Writing,1,Fitzpatrick,Carolyn,PAHB312,YNNNNNN,13,0,14,15
IS 320,Advanced Business Applications,1,Smith,Dana,SHER151,YNNNNNN,13,0,14,15
SCI 100,Water; An Interdisciplinary Study (MS),100,Braunschweig,Suzanne,PHYS101,YNNNNNN,13,0,14,15
AGNG 460,Management of Aging Services Internship,1,Majeski,Robin,SOND203,NNYNNNN,13,0,14,15
AGNG 462,Internship - Aging Services II,1,Majeski,Robin,SOND203,NNYNNNN,13,0,14,15
BIOL 397,Ethics and Integrity in Scientific Research,1,King,Jacqueline,MP  008,NNYNNNN,13,0,14,15
ENGL 392,Tutorial in Writing,6,Mabe,Mitzi,SHER007,NNYNNNN,13,0,14,15
SCI 100,Water; An Interdisciplinary Study (MS),200,Braunschweig,Suzanne,PHYS101,NNYNNNN,13,0,14,15
STAT 470,Probability for Actuarial Science,1,Sinha,Bimal,SOND108,NNYNNNN,13,0,14,15
AMST 100,Introduction to American Studies,1,Bryan,Kathy,PAHB108,YNYNYNN,8,0,8,50
ECON 408,Managerial Economics,1,Dasgupta,Nandita,SOND103,YNYNYNN,8,0,8,50
ELC 41,Writing and Grammar for Academic Purposes, Level 4,1,Hsu,Rosemary,UC  201A,YNYNYNN,8,0,8,50
ELC 51,Advanced Writing and Grammar for Academic Purposes,1,Milter,Katalin,UC  201B,YNYNYNN,8,0,8,50
AMST 200,What is an American?,2,Gorman,Ellen,FA  427,YNYNYNN,10,0,10,50
ANTH 211,Cultural Anthropology,3,Rehak,Jana,PHYS201,YNYNYNN,10,0,10,50
ANTH 211Y,Cultural Anthropology,3,Rehak,Jana,PHYS201,YNYNYNN,10,0,10,50
ARBC 102,Elementary Arabic II,1,El Omari,Samir,SHER210,YNYNYNN,10,0,10,50
BIOL 142,Foundations of Biology: Ecology and Evolution,1,Omland,Kevin,MEYR030,YNYNYNN,10,0,10,50
CHEM 352,Organic Chemistry II,2,Gierasch,Tiffany,ITE 104,YNYNYNN,10,0,10,50
CHEM 490,Special Topics in Chemistry,1,Ptaszek,Marcin,MEYR272,YNYNYNN,10,0,10,50
CMPE 451,Capstone II,1,LaBerge,E,ENGR231,YNYNYNN,10,0,10,50
CMSC 441,Design and Analysis of Algorithms.,2,Sherman,Alan,ITE 227,YNYNYNN,10,0,10,50
ECON 101,Principles of Microeconomics,2,Falcon III,Harold,PUP 105,YNYNYNN,10,0,10,50
ECON 102,Principles of Macroeconomics,2,Dasgupta,Nandita,AD  101,YNYNYNN,10,0,10,50
ECON 121,Principles of Accounting I,3,Antlitz,Ronald,PUP 206,YNYNYNN,10,0,10,50
ECON 122,Principles of Accounting II,2,McBride,Charles,SOND101,YNYNYNN,10,0,10,50
ENCH 442,Chemical Process Control & Safety,2,Raikar,Neha,ITE 102,YNYNYNN,10,0,10,50
ENCH 446,Process Engineering Economics and Design II.,2,Castellanos,Mariajose,FA  015,YNYNYNN,10,0,10,50
FREN 101,Elementary French I,2,Barnetzke,Zachary,SOND208,YNYNYNN,10,0,10,50
